Type,Từ,Phiên âm,Hán Việt,Nghĩa,Ví dụ,Phiên âm ví dụ,Nghĩa ví dụ
HSK 4,秘密,mìmì,Bí mật,Bí mật,这是一个秘密,Zhè shì yīgè mìmì.,Đây là một bí mật.
HSK 4,秘书,mìshū,Bí thư,Thư ký,她是公司的秘书,Tā shì gōngsī de mìshū.,Cô ấy là thư ký của công ty.
HSK 4,密,mì,Mật,"Dày, dày đặc",这些植物长得很密,Zhèxiē zhíwù zhǎng dé hěn mì.,Những cây này mọc rất dày.
HSK 4,密码,mìmǎ,Mật mã,"Mật mã, mật khẩu",请设置一个复杂的密码,Qǐng shèzhì yīgè fùzá de mìmǎ.,Hãy đặt một mật khẩu phức tạp.
HSK 4,密切,mìqiè,Mật thiết,"Mật thiết, gần gũi",我们保持着密切的联系,Wǒmen bǎochízhe mìqiè de liánxì.,Chúng tôi duy trì liên lạc mật thiết.
HSK 4,免费,miǎnfèi,Miễn phí,Miễn phí,这里的停车是免费的,Zhèlǐ de tíngchē shì miǎnfèi de.,Việc đỗ xe ở đây là miễn phí.
HSK 4,面临,miànlín,Diện lâm,"Đối mặt, gặp phải",我们面临着很多挑战,Wǒmen miànlínzhe hěnduō tiǎozhàn.,Chúng ta đang đối mặt với nhiều thách thức.
HSK 4,面试,miànshì,Diện thí,Phỏng vấn,我下周有一个面试,Wǒ xià zhōu yǒu yīgè miànshì.,Tuần sau tôi có một cuộc phỏng vấn.
HSK 4,描述,miáoshù,Miêu thuật,Miêu tả,他详细地描述了事情经过,Tā xiángxì de miáoshùle shìqíng jīngguò.,Anh ấy đã miêu tả chi tiết diễn biến sự việc.
HSK 4,描写,miáoxiě,Miêu tả,"Miêu tả, vẽ lại",这本书描写了一个动人的故事,Zhè běn shū miáoxiěle yīgè dòngrén de gùshì.,Cuốn sách này miêu tả một câu chuyện cảm động.
HSK 4,名牌儿,míngpáir,Danh bài nhi,Thương hiệu nổi tiếng,他总是买名牌儿的衣服,Tā zǒng shì mǎi míngpáir de yīfú.,Anh ấy luôn mua quần áo của các thương hiệu nổi tiếng.
HSK 4,名片,míngpiàn,Danh phiến,Danh thiếp,他给了我一张名片,Tā gěile wǒ yī zhāng míngpiàn.,Anh ấy đã đưa cho tôi một tấm danh thiếp.
HSK 4,名人,míngrén,Danh nhân,Người nổi tiếng,他是一位历史名人,Tā shì yī wèi lìshǐ míngrén.,Ông ấy là một nhân vật lịch sử nổi tiếng.
HSK 4,摸,mō,Mạc,"Chạm, sờ",请不要随便摸这些展品,Qǐng bùyào suíbiàn mō zhèxiē zhǎnpǐn.,Xin đừng chạm vào những vật trưng bày này.
HSK 4,模特儿,mótèr,Mô đặc nhi,Người mẫu,她是一位著名的模特儿,Tā shì yī wèi zhùmíng de mótèr.,Cô ấy là một người mẫu nổi tiếng.
HSK 4,模型,móxíng,Mô hình,Mô hình,这个模型是飞机的缩小版,Zhège móxíng shì fēijī de suōxiǎo bǎn.,Mô hình này là phiên bản thu nhỏ của máy bay.
HSK 4,末,mò,Mạt,"Cuối, phần cuối",我们快到周末了,Wǒmen kuài dào zhōumòle.,Chúng ta sắp đến cuối tuần rồi.
HSK 4,默默,mòmò,Mặc mặc,"Âm thầm, lặng lẽ",他默默地做完了工作,Tā mòmò de zuò wánle gōngzuò.,Anh ấy âm thầm hoàn thành công việc.
HSK 4,哪怕,nǎpà,Ná phạ,"Cho dù, dù có",哪怕是下雨我也要去,Nǎpà shì xiàyǔ wǒ yě yào qù.,Dù có mưa tôi vẫn sẽ đi.
HSK 4,哪,nǎ,Ná,"Nào, đâu",你要去哪儿？,Nǐ yào qù nǎ'er?,Bạn muốn đi đâu?
HSK 4,男女,nánnǚ,Nam nữ,Nam nữ,这里有男女共用的浴室,Zhèlǐ yǒu nánnǚ gòngyòng de yùshì.,Ở đây có phòng tắm chung cho nam nữ.
HSK 4,男士,nánshì,Nam sĩ,"Quý ông, đàn ông",这位男士非常绅士,Zhè wèi nánshì fēicháng shēnshì.,Vị quý ông này rất lịch thiệp.
HSK 4,难免,nánmiǎn,Nan miễn,Khó tránh khỏi,在工作中难免会出错,Zài gōngzuò zhōng nánmiǎn huì chūcuò.,Trong công việc khó tránh khỏi sai sót.
HSK 4,脑袋,nǎodài,Não đại,"Đầu óc, cái đầu",他脑袋里装满了奇怪的想法,Tā nǎodai lǐ zhuāng mǎnle qíguài de xiǎngfǎ.,Đầu óc anh ấy đầy những ý tưởng kỳ lạ.
HSK 4,闹,nào,Náo,"Gây ồn ào, làm phiền",孩子们在院子里闹着玩,Háizimen zài yuànzi lǐ nàozhe wán.,Lũ trẻ đang gây ồn ào chơi đùa trong sân.
HSK 4,闹钟,nàozhōng,Náo chung,Đồng hồ báo thức,我的闹钟每天早上六点响,Wǒ de nàozhōng měitiān zǎoshang liù diǎn xiǎng.,Đồng hồ báo thức của tôi kêu lúc 6 giờ mỗi sáng.
HSK 4,内部,nèibù,Nội bộ,"Bên trong, nội bộ",公司内部正在进行改革,Gōngsī nèibù zhèngzài jìnxíng gǎigé.,Nội bộ công ty đang tiến hành cải cách.
HSK 4,内科,nèikē,Nội khoa,Nội khoa,他是内科医生,Tā shì nèikē yīshēng.,Anh ấy là bác sĩ nội khoa.
HSK 4,能干,nénggàn,Năng cán,"Giỏi giang, tài năng",她是个非常能干的秘书,Tā shì gè fēicháng nénggàn de mìshū.,Cô ấy là một thư ký rất tài năng.
HSK 4,宁静,níngjìng,Ninh tĩnh,"Yên tĩnh, tĩnh lặng",这个地方非常宁静,Zhège dìfāng fēicháng níngjìng.,Nơi này rất yên tĩnh.
HSK 4,浓,nóng,Nùng,"Đậm, nồng",这杯咖啡太浓了,Zhè bēi kāfēi tài nóngle.,Ly cà phê này quá đậm.
HSK 4,女士,nǚshì,Nữ sĩ,"Quý bà, quý cô",那位女士是我们的经理,Nà wèi nǚshì shì wǒmen de jīnglǐ.,Vị quý bà đó là giám đốc của chúng tôi.
HSK 4,暖气,nuǎnqì,Noãn khí,Hệ thống sưởi ấm,冬天这里的暖气很足,Dōngtiān zhèlǐ de nuǎnqì hěn zú.,Hệ thống sưởi ấm ở đây rất tốt vào mùa đông.
HSK 4,拍照,pāizhào,Phách chiếu,Chụp ảnh,我喜欢到处拍照,Wǒ xǐhuān dàochù pāizhào.,Tôi thích chụp ảnh khắp nơi.
HSK 4,排列,páiliè,Bài liệt,"Sắp xếp, xếp đặt",请把这些书按大小排列,Qǐng bǎ zhèxiē shū àn dàxiǎo páiliè.,Hãy sắp xếp những cuốn sách này theo kích thước.
HSK 4,牌,pái,Bài,"Bảng, biển",门口有一个停车牌,Ménkǒu yǒu yīgè tíngchē pái.,Có một bảng đỗ xe ở cửa.
HSK 4,盘,pán,Bàn,"Cuộn, vòng quanh",老鹰在天空中盘旋,Lǎoyīng zài tiānkōng zhōng pánxuán.,Đại bàng đang bay lượn vòng trên bầu trời.
HSK 4,盘子,pánzi,Bàn tử,Đĩa,这个盘子很漂亮,Zhège pánzi hěn piàoliang.,Cái đĩa này rất đẹp.
HSK 4,胖子,pàngzi,Bàng tử,Người mập,他以前是个胖子,Tā yǐqián shì gè pàngzi.,Anh ấy trước đây là một người mập.
HSK 4,培训,péixùn,Bồi huấn,"Đào tạo, huấn luyện",公司提供员工培训,Gōngsī tígōng yuángōng péixùn.,Công ty cung cấp đào tạo cho nhân viên.
HSK 4,培训班,péixùnbān,Bồi huấn ban,Khóa đào tạo,我报名了一个培训班,Wǒ bàomíngle yīgè péixùn bān.,Tôi đã đăng ký một khóa đào tạo.
HSK 4,培养,péiyǎng,Bồi dưỡng,"Nuôi dưỡng, bồi dưỡng",他们从小就培养孩子的独立性,Tāmen cóng xiǎo jiù péiyǎng háizi de dúlì xìng.,Họ nuôi dưỡng tính độc lập cho con từ nhỏ.
HSK 4,培育,péiyù,Bồi dục,"Nuôi trồng, giáo dục",农民们正在培育新品种,Nóngmínmen zhèngzài péiyù xīn pǐnzhǒng.,Nông dân đang nuôi trồng giống mới.
HSK 4,批,pī,Phê,"Duyệt, phê duyệt",这个项目已经被批准了,Zhège xiàngmù yǐjīng bèi pīzhǔnle.,Dự án này đã được phê duyệt.
HSK 4,批,pī,Phê,"Lượng, lô hàng",我们刚到了一批新货,Wǒmen gāng dàole yī pī xīn huò.,Chúng tôi vừa nhận một lô hàng mới.
HSK 4,片面,piànmiàn,Phiến diện,Phiến diện,你对问题的看法太片面了,Nǐ duì wèntí de kànfǎ tài piànmiànle.,Cách nhìn của bạn về vấn đề này quá phiến diện.
HSK 4,品质,pǐnzhì,Phẩm chất,Chất lượng,这家店的产品品质很高,Zhè jiā diàn de chǎnpǐn pǐnzhì hěn gāo.,Chất lượng sản phẩm của cửa hàng này rất cao.
HSK 4,平方,píngfāng,Bình phương,Mét vuông,这间房子有一百平方米,Zhè jiān fángzi yǒu yībǎi píngfāng mǐ.,Ngôi nhà này có diện tích 100 mét vuông.
HSK 4,平静,píngjìng,Bình tĩnh,Bình tĩnh,他的内心很平静,Tā de nèixīn hěn píngjìng.,Nội tâm của anh ấy rất bình tĩnh.
HSK 4,平均,píngjūn,Bình quân,Trung bình,每个学生的平均成绩是多少？,Měi gè xuéshēng de píngjūn chéngjī shì duōshǎo?,Điểm trung bình của mỗi học sinh là bao nhiêu?
HSK 4,平稳,píngwěn,Bình ổn,"Ổn định, vững vàng",飞机飞行得非常平稳,Fēijī fēixíng dé fēicháng píngwěn.,Máy bay bay rất ổn định.
HSK 4,迫切,pòqiè,Bách thiết,"Khẩn thiết, cấp bách",我们迫切需要解决这个问题,Wǒmen pòqiè xūyào jiějué zhège wèntí.,Chúng ta cần giải quyết vấn đề này một cách cấp bách.
HSK 4,破产,pòchǎn,Phá sản,Phá sản,他因投资失败而破产,Tā yīn tóuzī shībài ér pòchǎn.,Anh ấy phá sản vì đầu tư thất bại.
HSK 4,妻子,qīzi,Thê tử,Vợ,他和他的妻子很恩爱,Tā hé tā de qīzi hěn ēn'ài.,Anh ấy và vợ rất yêu thương nhau.
HSK 4,期待,qīdài,Kỳ đãi,"Mong đợi, kỳ vọng",我期待着见到你,Wǒ qīdàizhe jiàn dào nǐ.,Tôi mong đợi được gặp bạn.
HSK 4,期间,qījiān,Kỳ gian,"Thời gian, thời kỳ",在假期期间，我去了很多地方,"Zài jiàqī qījiān, wǒ qùle hěnduō dìfāng.","Trong kỳ nghỉ, tôi đã đi rất nhiều nơi."
HSK 4,期末,qīmò,Kỳ mạt,Cuối kỳ,期末考试快到了,Qīmò kǎoshì kuài dàole.,Kỳ thi cuối kỳ sắp đến rồi.
HSK 4,期限,qīxiàn,Kỳ hạn,Thời hạn,这个项目的期限是两周,Zhège xiàngmù de qīxiàn shì liǎng zhōu.,Thời hạn của dự án này là hai tuần.
HSK 4,期中,qīzhōng,Kỳ trung,Giữa kỳ,期中考试成绩不错,Qīzhōng kǎoshì chéngjī bùcuò.,Điểm thi giữa kỳ không tệ.
HSK 4,其余,qíyú,Kỳ dư,"Còn lại, phần còn lại",其余的时间我都在学习,Qíyú de shíjiān wǒ dōu zài xuéxí.,Thời gian còn lại tôi đều học.
HSK 4,企业,qǐyè,Xí nghiệp,Doanh nghiệp,这是一家大型企业,Zhè shì yī jiā dàxíng qǐyè.,Đây là một doanh nghiệp lớn.
HSK 4,气球,qìqiú,Khí cầu,Bóng bay,孩子们喜欢玩气球,Háizimen xǐhuān wán qìqiú.,Trẻ em thích chơi bóng bay.
HSK 4,汽水,qìshuǐ,Khí thủy,Nước ngọt có ga,我喜欢喝冰镇汽水,Wǒ xǐhuān hē bīng zhèn qìshuǐ.,Tôi thích uống nước ngọt có ga ướp lạnh.
HSK 4,汽油,qìyóu,Khí du,"Xăng, dầu",汽车需要加汽油,Qìchē xūyào jiā qìyóu.,Xe hơi cần được đổ xăng.
HSK 4,器官,qìguān,Khí quan,Cơ quan trong cơ thể,人体的器官非常复杂,Réntǐ de qìguān fēicháng fùzá.,Các cơ quan trong cơ thể con người rất phức tạp.
HSK 4,前头,qiántou,Tiền đầu,"Phía trước, phía trước mặt",我们在前头等你,Wǒmen zài qiántou děng nǐ.,Chúng tôi sẽ đợi bạn phía trước.
HSK 4,前途,qiántú,Tiền đồ,"Tiền đồ, tương lai",年轻人的前途无量,Niánqīng rén de qiántú wúliàng.,Tiền đồ của người trẻ là vô hạn.
HSK 4,浅,qiǎn,Thiển,"Nông, cạn",这条河很浅,Zhè tiáo hé hěn qiǎn.,Con sông này rất cạn.
HSK 4,巧克力,qiǎokèlì,Xảo khắc lực,Sô cô la,这块巧克力很甜,Zhè kuài qiǎokèlì hěn tián.,Miếng sô cô la này rất ngọt.
HSK 4,切,qiè,Thiết,"Cắt, thái",请把面包切成片,Qǐng bǎ miànbāo qiè chéng piàn.,Làm ơn cắt bánh mì thành lát.
HSK 4,亲爱,qīn'ài,Thân ái,"Thân ái, thân mến",亲爱的朋友，你好吗？,"Qīn'ài de péngyǒu, nǐ hǎo ma?","Bạn thân mến, bạn khỏe không?"
HSK 4,亲密,qīnmì,Thân mật,"Thân thiết, gần gũi",他们是亲密的朋友,Tāmen shì qīnmì de péngyǒu.,Họ là những người bạn thân thiết.
HSK 4,青春,qīngchūn,Thanh xuân,Thanh xuân,青春是人生中最美好的时光,Qīngchūn shì rénshēng zhōng zuì měihǎo de shíguāng.,Thanh xuân là khoảng thời gian đẹp nhất trong đời.
HSK 4,轻松,qīngsōng,Khinh tùng,"Thư giãn, thoải mái",听音乐让我感到很轻松,Tīng yīnyuè ràng wǒ gǎndào hěn qīngsōng.,Nghe nhạc làm tôi cảm thấy rất thư giãn.
HSK 4,轻易,qīngyì,Khinh dị,"Dễ dàng, đơn giản",这个问题不能轻易回答,Zhège wèntí bùnéng qīngyì huídá.,Vấn đề này không thể trả lời một cách dễ dàng.
HSK 4,清醒,qīngxǐng,Thanh tỉnh,"Tỉnh táo, minh mẫn",喝了咖啡后我感到很清醒,Hēle kāfēi hòu wǒ gǎndào hěn qīngxǐng.,"Sau khi uống cà phê, tôi cảm thấy rất tỉnh táo."
HSK 4,情景,qíngjǐng,Tình cảnh,"Tình cảnh, bối cảnh",看到这个情景让我想起了过去,Kàn dào zhège qíngjǐng ràng wǒ xiǎngqǐle guòqù.,Thấy tình cảnh này làm tôi nhớ về quá khứ.
HSK 4,穷,qióng,Cùng,Nghèo khó,他小时候家里很穷,Tā xiǎoshíhòu jiālǐ hěn qióng.,Anh ấy nghèo khó khi còn nhỏ.
HSK 4,穷人,qióngrén,Cùng nhân,Người nghèo,他总是帮助穷人,Tā zǒng shì bāngzhù qióngrén.,Anh ấy luôn giúp đỡ người nghèo.
HSK 4,秋季,qiūjì,Thu quý,Mùa thu,秋季是收获的季节,Qiūjì shì shōuhuò de jìjié.,Mùa thu là mùa thu hoạch.
HSK 4,趋势,qūshì,Xu thế,Xu hướng,经济发展的趋势越来越好,Jīngjì fāzhǎn de qūshì yuè lái yuè hǎo.,Xu hướng phát triển kinh tế ngày càng tốt.
HSK 4,圈,quān,Quyển,"Vòng tròn, bao quanh",他在地图上画了一个圈,Tā zài dìtú shàng huàle yīgè quān.,Anh ấy đã vẽ một vòng tròn trên bản đồ.
HSK 4,权利,quánlì,Quyền lợi,Quyền lợi,每个人都有受教育的权利,Měi gèrén dōu yǒu shòu jiàoyù de quánlì.,Mọi người đều có quyền được giáo dục.
HSK 4,确,què,Xác,"Chắc chắn, thật sự",他的回答非常确实,Tā de huídá fēicháng quèshí.,Câu trả lời của anh ấy rất chắc chắn.
HSK 4,确认,quèrèn,Xác nhận,Xác nhận,请确认一下你的订单,Qǐng quèrèn yīxià nǐ de dìngdān.,Hãy xác nhận đơn đặt hàng của bạn.
HSK 4,然而,rán'ér,Nhiên nhi,Tuy nhiên,他很努力，然而结果不理想,"Tā hěn nǔlì, rán'ér jiéguǒ bù lǐxiǎng.","Anh ấy rất nỗ lực, tuy nhiên kết quả không như mong muốn."
HSK 4,燃料,ránliào,Nhiên liệu,Nhiên liệu,木材是一种常见的燃料,Mùcái shì yī zhǒng chángjiàn de ránliào.,Gỗ là một loại nhiên liệu phổ biến.
HSK 4,燃烧,ránshāo,Nhiên thiêu,"Cháy, thiêu đốt",木头在火中燃烧得很旺,Mùtou zài huǒ zhōng ránshāo dé hěn wàng.,Củi đang cháy rất mạnh trong lửa.
HSK 4,热闹,rènào,Nhiệt náo,"Náo nhiệt, sôi động",市场里非常热闹,Shìchǎng lǐ fēicháng rènào.,Trong chợ rất náo nhiệt.
HSK 4,热心,rèxīn,Nhiệt tâm,"Nhiệt tình, nhiệt tâm",他是个非常热心的人,Tā shì gè fēicháng rèxīn de rén.,Anh ấy là một người rất nhiệt tình.
HSK 4,人家,rénjiā,Nhân gia,"Người ta, mọi người",人家都已经走了,Rénjiā dōu yǐjīng zǒule.,Mọi người đã đi hết rồi.
HSK 4,日记,rìjì,Nhật ký,Nhật ký,她每天都写日记,Tā měitiān dū xiě rìjì.,Cô ấy viết nhật ký mỗi ngày.
HSK 4,日历,rìlì,Nhật lịch,Lịch,我买了一本新的日历,Wǒ mǎile yī běn xīn de rìlì.,Tôi đã mua một cuốn lịch mới.
HSK 4,如今,rújīn,Như kim,"Ngày nay, hiện tại",如今科技发展很快,Rújīn kējì fāzhǎn hěn kuài.,Ngày nay công nghệ phát triển rất nhanh.
HSK 4,弱,ruò,Nhược,Yếu,他的身体很弱,Tā de shēntǐ hěn ruò.,Cơ thể anh ấy rất yếu.
HSK 4,伞,sǎn,Tản,"Ô, dù",雨下得很大，别忘了带伞,"Yǔ xià dé hěn dà, bié wàngle dài sǎn.","Mưa to lắm, đừng quên mang ô."
HSK 4,散,sàn,Tán,"Tản ra, rải rác",人群慢慢地散开了,Rénqún màn man de sàn kāile.,Đám đông từ từ tản ra.
HSK 4,扫,sǎo,Tảo,"Quét, dọn dẹp",他每天早上扫地,Tā měitiān zǎoshang sǎodì.,Mỗi sáng anh ấy đều quét nhà.
HSK 4,色,sè,Sắc,Màu sắc,这幅画的颜色很鲜艳,Zhè fú huà de yánsè hěn xiānyàn.,Màu sắc của bức tranh này rất tươi sáng.
HSK 4,色彩,sècǎi,Sắc thái,"Sắc thái, màu sắc",这张照片的色彩很丰富,Zhè zhāng zhàopiàn de sècǎi hěn fēngfù.,Sắc thái của bức ảnh này rất phong phú.
HSK 4,森林,sēnlín,Sâm lâm,Rừng,森林里有很多野生动物,Sēnlín lǐ yǒu hěnduō yěshēng dòngwù.,Trong rừng có nhiều động vật hoang dã.
HSK 4,晴,qíng,Tình,Trời nắng,今天天气很好，是个大晴天,"Jīntiān tiānqì hěn hǎo, shì gè dà qíngtiān.","Hôm nay thời tiết rất đẹp, là một ngày nắng to."
HSK 4,闪,shǎn,Thiểm,"Né tránh, thoắt (như chớp)",他看到危险，立刻向旁边闪了一下,"Tā kàn dào wēixiǎn, lìkè xiàng pángbiān shǎn le yīxià.",Anh ấy nhìn thấy nguy hiểm và lập tức né sang bên.
HSK 4,闪电,shǎndiàn,Thiểm điện,"Tia chớp, sấm chớp",闪电照亮了整个天空,Shǎndiàn zhàoliàngle zhěnggè tiānkōng.,Tia chớp đã thắp sáng cả bầu trời.
HSK 4,善良,shànliáng,Thiện lương,Lương thiện,她是一个非常善良的人,Tā shì yīgè fēicháng shànliáng de rén.,Cô ấy là một người rất lương thiện.
HSK 4,善于,shànyú,Thiện vu,"Giỏi về, khéo léo",他善于沟通和交流,Tā shànyú gōutōng hé jiāoliú.,Anh ấy giỏi về giao tiếp và trao đổi.
HSK 4,伤害,shānghài,Thương hại,Làm tổn thương,言语有时会伤害别人,Yányǔ yǒushí huì shānghài biérén.,Lời nói đôi khi có thể làm tổn thương người khác.
HSK 4,商务,shāngwù,Thương vụ,"Thương mại, công việc kinh doanh",他去上海出差处理商务,Tā qù shànghǎi chūchāi chǔlǐ shāngwù.,Anh ấy đi công tác Thượng Hải để xử lý công việc kinh doanh.
HSK 4,赏,shǎng,Thưởng,"Thưởng thức, tặng thưởng",我们一起去赏花吧,Wǒmen yīqǐ qù shǎng huā ba.,Chúng ta cùng đi thưởng thức hoa nhé.
HSK 4,上个月,shànggèyuè,Thượng cá nguyệt,Tháng trước,上个月我去北京旅游了,Shàng gè yuè wǒ qù běijīng lǚyóule.,Tháng trước tôi đã đi du lịch Bắc Kinh.
HSK 4,上楼,shànglóu,Thượng lâu,Lên lầu,他刚刚上楼了,Tā gānggāng shàng lóule.,Anh ấy vừa mới lên lầu.
HSK 4,上门,shàngmén,Thượng môn,Đến tận nơi,修理工会按时上门服务,Xiūlǐgōng huì ànshí shàngmén fúwù.,Thợ sửa chữa sẽ đến tận nơi đúng giờ.
HSK 4,烧,shāo,Thiêu,"Đun, nấu",她正在烧水,Tā zhèngzài shāo shuǐ.,Cô ấy đang đun nước.
HSK 4,设施,shèshī,Thiết thi,Cơ sở vật chất,这里的体育设施很完善,Zhèlǐ de tǐyù shèshī hěn wánshàn.,Cơ sở vật chất thể thao ở đây rất hoàn thiện.
HSK 4,设备,shèbèi,Thiết bị,"Thiết bị, dụng cụ",工厂里有很多先进的设备,Gōngchǎng lǐ yǒu hěnduō xiānjìn de shèbèi.,Nhà máy có rất nhiều thiết bị tiên tiến.
